Month,Affiliate,Hits,Uniques,Installs,Registrations,FTD,PNL,In-Out,Our Profit,Aff Profit,ROI,ROAS,Clicks,Deposit count,Deposit sum
2025-01,437218,10,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,437213,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,437197,15,10,0,2,1,-0.22,9.84,-0.22,0.0,0.0,0.0,0,1,9.84
2025-01,437044,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,436946,58,42,0,2,1,53.5,53.13,27.82,25.68,206.87,208.33,0,4,72.79
2025-01,436936,0,0,0,0,0,32.66,32.41,16.98,15.68,206.73,208.33,0,3,32.42
2025-01,436805,27,26,0,3,1,60.15,28.68,13.85,46.3,61.94,129.92,0,5,234.5
2025-01,436790,112,79,0,10,6,637.99,541.68,271.06,366.93,147.62,173.87,0,29,936.28
2025-01,436594,149,96,0,10,4,128.84,132.47,65.48,63.36,209.08,203.35,0,12,163.78
2025-01,436593,77,39,0,8,4,696.08,589.8,419.23,276.85,213.04,251.43,0,32,712.24
2025-01,436446,72,39,0,9,2,20.26,29.72,9.39,10.86,273.65,186.53,0,3,29.72
2025-01,436280,209,93,0,13,6,313.66,324.86,143.5,170.15,190.92,184.34,0,18,368.04
2025-01,436257,2586,1372,0,502,34,894.18,1022.05,410.35,483.83,211.24,184.81,0,80,1572.17
2025-01,436187,14,5,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,436158,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,436102,78,29,0,3,0,127.44,34.11,66.49,60.94,55.97,209.11,0,7,346.35
2025-01,436092,23,15,0,2,1,9.51,9.81,4.94,4.56,215.09,208.33,0,1,9.82
2025-01,435750,75,28,0,10,5,56.88,71.17,-63.66,120.55,59.04,47.19,0,22,748.41
2025-01,435734,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,435721,52,32,0,7,2,9.01,19.52,3.64,5.36,363.88,167.9,0,2,19.53
2025-01,435702,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,435541,405,267,0,19,12,1318.04,1547.85,582.62,735.42,210.47,179.22,0,93,3007.84
2025-01,435422,14,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,435331,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,435185,14467,5926,0,999,210,18899.87,21362.38,7167.94,11731.93,182.09,161.1,0,1275,45261.92
2025-01,435162,6622,5534,0,1281,22,5137.41,4868.84,2728.6,2408.8,202.13,213.28,0,132,6905.23
2025-01,435009,41,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434887,3,1,0,0,0,0.0,-39.58,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434716,443,214,0,73,4,96.1,211.76,32.84,63.26,334.73,151.92,0,10,211.74
2025-01,434668,30,23,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434554,16,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434551,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434548,4,4,0,2,1,-0.24,-0.1,-0.24,0.0,0.0,0.0,0,1,16.47
2025-01,434532,8,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434519,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434512,56,25,0,4,1,9.96,9.8,5.17,4.78,205.18,208.33,0,1,9.81
2025-01,434447,7,5,0,0,1,78.23,78.65,40.68,37.55,209.47,208.33,0,8,78.65
2025-01,434425,0,0,0,0,0,1.09,27.41,1.09,0.0,0.0,0.0,0,17,324.26
2025-01,434391,132,76,0,17,5,214.94,289.26,87.75,127.18,227.45,169.0,0,15,289.26
2025-01,434265,6,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,434147,84,76,0,1,1,0.1,0.0,0.1,0.0,0.0,0.0,0,1,9.91
2025-01,434122,204,111,0,20,4,286.03,153.78,157.12,128.91,119.29,221.88,0,36,620.98
2025-01,434089,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433957,3997,2247,0,358,80,5825.51,7713.26,2583.66,3241.84,237.93,179.7,0,394,12066.4
2025-01,433690,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433689,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433639,5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433631,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433625,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433622,21,9,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433621,221,124,0,23,6,239.24,241.15,120.8,118.43,203.63,202.01,0,12,306.08
2025-01,433618,113,58,0,8,1,20.42,20.42,10.61,9.8,208.35,208.33,0,2,20.42
2025-01,433553,229,131,0,23,5,712.7,620.72,170.46,542.24,114.47,131.44,0,61,2060.13
2025-01,433503,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433486,25,23,0,3,1,27.99,32.97,14.55,13.43,245.43,208.33,0,2,32.98
2025-01,433483,4,4,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433461,196,97,0,13,7,1466.13,1842.57,716.73,749.4,245.87,195.64,0,20,2362.43
2025-01,433454,53,28,0,3,1,-8.83,-8.53,-8.83,0.0,0.0,0.0,0,1,25.61
2025-01,433443,24,23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433439,9,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433422,1614,856,0,187,17,353.19,390.24,182.48,170.71,228.6,206.9,0,46,760.53
2025-01,433370,387,218,0,28,2,535.48,853.22,266.0,269.48,316.61,198.71,0,9,917.98
2025-01,433367,11,9,0,0,0,44.79,37.15,23.29,21.49,172.81,208.33,0,3,37.15
2025-01,433358,182,38,0,1,1,-97.45,-99.91,-97.45,0.0,0.0,0.0,0,1,163.64
2025-01,433352,14,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433314,161,109,0,11,4,383.28,352.92,149.34,233.94,150.86,163.84,0,17,698.28
2025-01,433223,503,285,0,106,2,204.43,220.91,101.49,102.93,214.61,198.6,0,7,1071.13
2025-01,433215,478,256,0,33,10,554.3,639.84,105.55,448.74,142.58,123.52,0,71,2409.22
2025-01,433151,6194,3571,0,627,78,9300.2,9627.27,4437.72,4862.48,197.99,191.26,0,321,17277.05
2025-01,433145,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433037,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,433018,236,123,0,12,4,978.64,850.89,519.4,459.24,185.28,213.1,0,128,2562.81
2025-01,432988,6701,3696,0,474,180,16868.48,19921.12,8654.38,8214.1,242.52,205.36,0,1154,74680.69
2025-01,432905,90,49,0,9,0,621.26,605.22,327.45,293.8,205.99,211.45,0,84,1031.45
2025-01,432812,9970,3660,0,1320,484,12596.0,13227.61,6135.78,6460.21,204.75,194.98,0,900,20965.52
2025-01,432804,34,19,0,3,1,-10.87,-5.19,-12.14,1.27,-406.61,-851.35,0,4,62.86
2025-01,432694,15,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432693,7995,2721,0,159,34,641.93,1071.04,145.61,496.32,215.8,129.34,0,100,1808.07
2025-01,432678,1553,876,0,204,52,1298.63,1602.77,557.44,741.19,216.24,175.21,0,162,2899.08
2025-01,432640,315,176,0,31,5,56.0,93.86,29.13,26.86,349.4,208.45,0,6,93.87
2025-01,432586,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432582,722,305,0,47,12,749.0,773.36,380.39,368.6,209.81,203.2,0,37,1205.37
2025-01,432573,20,16,0,2,1,9.63,9.75,5.01,4.62,210.77,208.33,0,1,9.75
2025-01,432558,10,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432555,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432507,3,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432498,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432334,17,8,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432291,75,34,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,432254,69,53,0,12,7,-129.98,48.75,-150.39,20.41,238.81,-636.73,0,15,332.65
2025-01,431705,0,0,0,0,1,9.57,9.7,4.97,4.59,211.22,208.33,0,1,9.71
2025-01,431594,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,431592,15,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-01,431397,22283,9828,0,2904,202,12565.92,7697.86,3073.36,9492.56,81.09,132.38,0,842,29244.95
2025-01,431316,7,6,0,1,0,14.55,15.31,7.57,6.98,219.22,208.33,0,4,39.73
2025-01,431049,70,55,0,7,1,9.17,9.96,4.76,4.4,226.35,208.33,0,1,9.96
2025-01,430953,664,318,0,28,8,112.76,168.66,40.29,72.47,232.73,155.59,0,20,247.48
2025-01,428390,30,24,0,2,1,199.32,102.38,147.25,52.06,196.63,382.8,0,22,539.59
2025-01,428373,63,49,0,5,1,377.31,657.82,245.7,131.6,499.83,286.69,0,10,778.69
2025-01,428363,1391,565,0,85,16,266.41,326.92,119.81,146.6,223.0,181.73,0,36,660.77
2025-01,426956,21261,10509,0,1927,580,43121.81,43467.61,21662.52,21459.28,202.56,200.95,0,3525,102720.52
2025-02,749543,26,4,0,1,1,4.91,20.54,4.31,0.59,3450.94,824.93,0,2,20.54
2025-02,749525,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749456,4,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749409,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749398,10,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749328,14,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749277,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749246,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749238,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749215,5,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749205,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749191,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749176,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749163,52,45,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749153,9,7,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749137,8,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,749032,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748980,10,10,0,1,1,10.38,10.37,5.39,4.98,208.13,208.33,0,1,10.37
2025-02,748924,39,33,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748906,23,23,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748892,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748873,7,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748866,11,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748842,81,61,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748817,4,3,0,1,1,31.12,31.1,16.18,14.93,208.18,208.33,0,3,31.1
2025-02,748764,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748751,1,1,0,1,1,31.46,31.37,16.35,15.1,207.73,208.33,0,3,31.37
2025-02,748748,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748728,1,1,0,1,1,5.71,10.46,2.97,2.74,381.02,208.33,0,1,10.46
2025-02,748669,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748522,9,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748481,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748438,9,5,0,2,2,112.03,112.02,58.25,53.77,208.31,208.33,0,2,112.02
2025-02,748421,40,34,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748409,15,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748398,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748390,44,24,0,8,5,36.88,64.96,-2.12,39.01,166.5,94.54,0,11,271.13
2025-02,748376,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748370,15,6,0,4,2,591.27,592.79,307.46,283.81,208.87,208.33,0,18,799.95
2025-02,748362,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748327,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748315,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748314,12,8,0,1,1,10.27,10.37,5.34,4.92,210.36,208.33,0,1,10.37
2025-02,748184,7,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748175,51,27,0,6,1,-2.57,24.39,-2.57,0.0,0.0,0.0,0,1,34.84
2025-02,748135,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748116,9,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748014,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,748007,458,277,0,78,28,791.98,1169.29,393.84,398.14,293.68,198.92,0,43,1323.55
2025-02,748005,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747996,70,37,0,4,1,0.0,10.45,0.0,0.0,0.0,0.0,0,1,10.45
2025-02,747853,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747754,6,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747726,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747720,5,3,0,2,1,0.0,10.46,0.0,0.0,0.0,0.0,0,1,10.46
2025-02,747717,1023,643,0,323,153,10247.34,13524.83,4417.85,5829.48,232.01,175.78,0,366,19019.69
2025-02,747713,8,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747645,30,6,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747610,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747575,4,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747521,515,244,0,72,18,292.12,483.14,101.09,191.03,252.91,152.92,0,35,937.75
2025-02,747520,1154,481,0,56,10,330.56,419.57,147.7,182.86,229.45,180.77,0,24,508.5
2025-02,747512,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747495,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747489,1,1,0,1,1,172.99,173.03,89.95,83.03,208.37,208.33,0,1,173.03
2025-02,747485,1,1,0,1,1,185.02,185.03,96.21,88.81,208.33,208.33,0,1,185.03
2025-02,747483,5,1,0,1,1,98.99,99.0,51.47,47.51,208.33,208.33,0,1,99.0
2025-02,747478,3,3,0,1,1,99.96,99.97,51.98,47.98,208.33,208.33,0,1,99.97
2025-02,747474,1,1,0,1,1,-88.11,-88.11,-88.11,0.0,0.0,0.0,0,1,99.01
2025-02,747408,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747397,201,117,0,49,17,252.09,616.65,47.66,204.42,301.64,123.32,0,22,755.37
2025-02,747395,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747349,36,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747347,17,16,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747328,80,53,0,16,3,62.35,64.51,30.09,32.25,200.0,193.3,0,3,64.51
2025-02,747327,26,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747325,8,8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747310,10,8,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747237,138,48,0,10,2,27.15,27.93,14.11,13.03,214.32,208.33,0,2,53.88
2025-02,747220,58,24,0,4,3,50.68,88.41,25.39,25.28,349.7,200.46,0,5,88.41
2025-02,747187,16,10,0,2,1,19.99,20.0,10.39,9.59,208.33,208.33,0,2,20.0
2025-02,747180,18,13,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747175,5,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747167,7,7,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747147,13,7,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747093,18,10,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747029,27,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,747021,126,82,0,35,11,200.82,249.5,114.03,86.79,287.48,231.4,0,18,249.5
2025-02,747014,62,31,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746930,5,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746839,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746801,90,84,0,6,3,32.87,38.43,17.09,15.78,243.52,208.33,0,3,38.43
2025-02,746793,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746789,10,9,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746773,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746718,43,31,0,13,7,115.03,550.06,48.08,66.94,821.64,171.83,0,11,550.06
2025-02,746714,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746599,11,11,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746448,31,16,0,6,3,386.78,397.29,201.12,185.65,214.0,208.33,0,5,397.28
2025-02,746419,8,7,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746407,1367,882,0,363,120,7450.95,9866.03,3513.78,3937.17,250.59,189.25,0,273,13150.59
2025-02,746392,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746288,3,2,0,1,1,7.76,17.48,4.03,3.72,468.9,208.33,0,1,17.48
2025-02,746216,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746170,9,5,0,3,1,17.52,17.53,9.11,8.41,208.37,208.33,0,1,17.53
2025-02,746124,1,1,0,1,1,-88.85,-88.85,-88.85,0.0,0.0,0.0,0,1,99.83
2025-02,746121,1,1,0,1,1,94.92,94.92,49.35,45.56,208.33,208.33,0,1,94.92
2025-02,746120,2,2,0,1,1,-73.47,-73.47,-73.47,0.0,0.0,0.0,0,1,85.85
2025-02,746088,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,746072,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745987,129,64,0,18,7,263.92,351.5,130.11,133.81,262.68,197.24,0,11,425.84
2025-02,745977,17,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745965,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745943,4,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745937,5,5,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745921,6,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745895,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745845,3,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745842,25,15,0,2,1,9.67,10.36,5.02,4.64,223.2,208.33,0,1,10.36
2025-02,745828,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745739,86,69,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745726,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745693,32,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745588,15,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745545,155,95,0,39,10,240.85,317.54,116.59,124.26,255.53,193.82,0,16,382.98
2025-02,745475,9,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745453,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745378,17,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745336,3,3,0,3,1,110.29,110.24,57.35,52.94,208.23,208.33,0,1,110.24
2025-02,745138,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745132,116,54,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,745115,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744980,14,12,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744975,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744958,0,0,0,0,0,-303.04,-303.01,-303.04,0.0,0.0,0.0,0,1,337.32
2025-02,744956,9,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744789,138,63,0,16,8,206.93,287.45,84.45,122.47,234.7,168.95,0,21,333.12
2025-02,744719,7,5,0,4,2,72.98,79.4,37.93,35.04,226.55,208.23,0,6,79.41
2025-02,744631,67,51,0,7,3,-5.25,3.33,-11.11,5.86,56.81,-89.64,0,3,31.22
2025-02,744627,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744587,55,45,0,7,3,20.61,54.92,9.46,11.14,492.96,185.0,0,4,73.33
2025-02,744493,30,17,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744474,532,309,0,111,7,33.97,54.92,14.05,19.91,275.74,170.58,0,8,82.56
2025-02,744420,4,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744408,4,4,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744405,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,744281,6,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743915,3,3,0,0,1,10.32,10.32,5.37,4.95,208.33,208.33,0,1,10.33
2025-02,743879,8,5,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743797,0,0,0,0,0,183.09,182.87,95.2,87.88,208.09,208.33,0,8,193.28
2025-02,743703,15,12,0,3,1,2.99,3.03,-2.01,5.0,60.62,59.82,0,2,27.6
2025-02,743582,5,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743515,8,6,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743507,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743490,0,0,0,0,0,333.98,334.06,173.66,160.31,208.38,208.33,0,1,334.06
2025-02,743474,0,0,0,0,0,25.74,-76.46,-167.76,193.5,-39.51,13.3,0,3,501.19
2025-02,743444,1,1,0,1,1,96.41,96.4,50.13,46.27,208.33,208.33,0,1,96.4
2025-02,743365,130,46,0,9,7,737.39,2225.77,-189.44,926.83,240.15,79.56,0,13,2661.2
2025-02,743290,50,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,743265,143,103,0,21,12,758.89,739.37,384.79,374.1,197.64,202.86,0,28,868.19
2025-02,742960,3,2,0,1,1,-110.87,-110.79,-110.87,0.0,0.0,0.0,0,1,173.66
2025-02,742919,2,1,0,2,2,502.57,502.13,261.33,241.23,208.15,208.33,0,3,502.13
2025-02,742862,1171,472,0,68,8,314.96,338.35,143.52,171.44,197.36,183.72,0,48,694.73
2025-02,742812,332,206,0,29,16,1055.46,1605.71,494.83,560.63,286.41,188.26,0,60,1982.11
2025-02,742761,53,31,0,1,2,-4.51,17.3,-5.33,0.82,2095.62,-546.27,0,2,34.64
2025-02,742656,62,41,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,742625,2158,1007,0,300,54,6399.83,7733.17,2980.32,3419.51,226.15,187.16,0,288,11042.59
2025-02,742549,0,0,0,1,1,-2611.25,5143.28,-2612.2,0.95,537905.92,-273095.5,0,2,5143.28
2025-02,742527,39,14,0,0,1,13.95,14.03,7.25,6.69,209.61,208.33,0,3,31.17
2025-02,742419,1404,1131,0,604,6,50.4,51.33,21.04,29.35,174.86,171.7,0,7,107.73
2025-02,742336,27,15,0,1,0,81.68,72.75,46.48,35.19,206.71,232.08,0,7,72.75
2025-02,742315,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02,742296,159,55,0,9,4,39.59,59.74,20.24,19.34,308.83,204.66,0,10,115.71
