Month,Affiliate,Hits,Uniques,Installs,Registrations,FTD,PNL,In-Out,Our Profit,Aff Profit,ROI,ROAS,Clicks,Deposit count,Deposit sum
2025-03,742862,1387,395,0,39,7,576.33,602.0,321.78,254.54,236.5,226.41,0,59,911.41
2025-03,742812,447,260,0,32,5,1202.01,820.88,592.31,609.69,134.64,197.15,0,62,2066.53
2025-03,742761,77,23,0,0,1,-0.43,-0.01,-0.65,0.21,-4.55,-200.07,0,1,10.34
2025-03,742712,8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,742656,1680,1233,0,67,10,81.62,131.24,45.48,36.14,363.13,225.86,0,14,223.21
2025-03,742625,2972,1235,0,224,61,7337.87,6748.77,3917.38,3420.48,197.3,214.53,0,273,10275.82
2025-03,742549,0,0,0,0,0,5411.8,-2329.02,4022.26,1389.53,-167.61,389.47,0,1,3452.8
2025-03,742527,4,0,0,0,0,4.39,4.46,2.25,2.14,207.88,204.92,0,2,21.81
2025-03,742419,84,60,0,0,2,142.1,254.02,58.23,83.87,302.87,169.44,0,10,277.3
2025-03,742336,22,14,0,4,1,177.86,147.59,93.69,84.17,175.34,211.31,0,13,147.59
2025-03,742296,123,46,0,4,0,32.76,38.56,16.04,16.71,230.74,196.03,0,9,111.54
2025-03,742244,0,0,0,0,0,0.0,-10.19,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,742093,7,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,742072,84,83,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,742037,74,59,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,742026,170,106,0,17,1,-95.33,-96.84,-95.33,0.0,0.0,0.0,0,1,52.09
2025-03,742015,63,53,0,2,2,4.44,54.73,-1.41,5.86,933.04,75.83,0,3,89.21
2025-03,741845,176,59,0,12,4,24.93,34.11,13.78,11.14,306.04,223.67,0,5,51.35
2025-03,741835,0,0,0,0,0,188.53,188.65,105.77,82.76,227.94,227.81,0,2,188.64
2025-03,741834,0,0,0,0,0,88.06,88.11,-26.24,114.3,77.09,77.04,0,3,396.23
2025-03,741473,152,64,0,6,0,4.62,9.45,1.05,3.57,264.5,129.41,0,3,38.14
2025-03,741432,18,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,741426,89,56,0,9,8,985.26,1258.03,387.84,597.41,210.58,164.92,0,53,2012.02
2025-03,741413,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,741357,10,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,741230,0,0,0,0,0,-576.59,-372.51,-576.59,0.0,0.0,0.0,0,0,0.0
2025-03,741029,6,4,0,1,0,120.53,102.65,51.51,69.02,148.72,174.64,0,2,138.76
2025-03,741016,274,175,0,16,5,547.85,539.78,277.94,269.91,199.98,202.98,0,30,567.21
2025-03,740877,124,43,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,740831,7510,2683,0,175,38,5003.1,5700.95,2681.9,2321.19,245.6,215.54,0,220,9515.28
2025-03,740677,102,41,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,740524,201,121,0,11,3,5.1,31.36,1.33,3.77,831.42,135.29,0,4,48.6
2025-03,740506,22,16,0,2,3,161.8,-39.33,-23.27,185.08,-21.25,87.43,0,40,575.42
2025-03,740499,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,740494,109,72,0,3,1,-8.43,-7.56,-8.43,0.0,0.0,0.0,0,2,51.89
2025-03,740449,12,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,740443,8125,4128,0,426,164,13628.78,13942.71,6220.66,7408.12,188.21,183.97,0,887,24192.88
2025-03,740413,389,157,0,14,9,910.54,861.43,468.37,442.16,194.82,205.93,0,82,1780.17
2025-03,440830,0,0,0,0,0,41.78,41.7,21.39,20.39,204.5,204.92,0,4,41.7
2025-03,440823,62,16,0,7,4,399.19,496.38,211.91,187.28,265.04,213.15,0,12,618.19
2025-03,440743,555,236,0,17,5,343.45,553.98,163.65,179.8,308.1,191.02,0,10,553.98
2025-03,440735,70,47,0,6,5,142.33,132.59,71.78,70.55,187.94,201.75,0,10,207.55
2025-03,440734,0,0,0,0,1,10.38,10.4,5.31,5.06,205.31,204.92,0,1,10.4
2025-03,440719,12,12,0,2,2,26.73,31.15,14.01,12.72,244.87,210.16,0,3,31.15
2025-03,440572,6,4,0,1,0,29.77,30.61,29.77,0.0,0.0,0.0,0,3,30.61
2025-03,440335,6,6,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,440271,3,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,440258,22,17,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,440156,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439939,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439930,25,16,0,4,1,796.04,673.77,391.19,404.84,166.43,196.63,0,58,1539.46
2025-03,439915,5,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439831,1172,499,0,65,4,634.42,630.08,324.62,309.8,203.38,204.78,0,9,1349.19
2025-03,439821,25,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439797,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439755,0,0,0,0,0,-450.74,-437.81,-455.79,5.04,-8672.38,-8928.64,0,3,348.65
2025-03,439743,8,2,0,0,1,10.32,10.34,5.28,5.03,205.32,204.92,0,1,10.34
2025-03,439708,2254,758,0,69,18,1969.23,1434.19,1026.18,943.04,152.08,208.82,0,94,3767.1
2025-03,439549,2,2,0,0,0,11.68,15.43,-1.04,12.72,121.26,91.79,0,4,103.01
2025-03,439510,32,13,0,2,2,85.3,124.34,35.93,49.36,251.89,172.8,0,14,172.12
2025-03,439470,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439420,6,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439276,1511,559,0,95,49,3976.02,5108.07,1442.73,2533.28,201.64,156.95,0,111,6116.57
2025-03,439273,2711,951,0,155,42,5430.63,5790.24,2642.76,2787.87,207.69,194.79,0,407,8715.8
2025-03,439259,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,439186,2,2,0,0,0,672.88,673.08,344.51,328.36,204.98,204.92,0,7,673.08
2025-03,439137,0,0,0,0,0,10.89,10.88,5.57,5.31,204.58,204.92,0,1,36.8
2025-03,439008,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438876,694,337,0,24,22,353.98,1771.18,-461.89,815.87,217.09,43.39,0,260,4337.6
2025-03,438683,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438668,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438664,39,27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438660,3,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438606,8,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438558,315,114,0,10,6,4409.78,4165.0,2565.5,1844.28,225.83,239.11,0,110,9847.77
2025-03,438543,1368,642,0,78,10,631.39,560.65,261.39,369.99,151.53,170.65,0,39,1146.41
2025-03,438521,1,1,0,0,0,49.78,21.96,26.86,22.92,95.8,217.19,0,6,194.1
2025-03,438505,134,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438503,215,74,0,25,2,52.28,58.83,26.75,25.52,230.44,204.79,0,6,69.2
2025-03,438497,367,155,0,18,3,1250.34,-328.71,927.14,323.2,-101.7,386.86,0,22,1126.98
2025-03,438488,46,38,0,5,1,10.35,10.35,5.29,5.05,204.92,204.92,0,1,10.35
2025-03,438460,124,81,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438407,1,0,0,0,1,9.72,10.35,4.98,4.74,218.03,204.92,0,1,10.35
2025-03,438292,883,490,0,80,10,625.0,611.54,324.28,300.72,203.36,207.83,0,46,786.29
2025-03,438178,8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438160,0,0,0,0,1,-32.77,-33.77,-32.77,0.0,0.0,0.0,0,1,41.38
2025-03,438131,11,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438121,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438100,71,64,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438090,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438084,15,8,0,1,0,714.98,20.68,371.86,343.11,6.03,208.38,0,2,20.68
2025-03,438061,50,25,0,3,1,132.19,186.97,65.93,66.26,282.17,199.51,0,13,204.21
2025-03,438054,1,1,0,0,2,-12.5,-12.22,-12.57,0.07,-16693.99,-17078.03,0,2,20.62
2025-03,438053,271,29,0,0,1,34.33,28.23,15.54,18.79,150.18,182.68,0,19,212.88
2025-03,438045,85,35,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,438030,22,14,0,4,1,0.0,-0.02,0.0,0.0,0.0,0.0,0,1,17.27
2025-03,438016,134,60,0,6,6,76.65,91.29,-115.88,192.54,47.41,39.81,0,37,1400.38
2025-03,438008,0,0,0,0,0,-223.77,-223.78,-223.77,0.0,0.0,0.0,0,2,263.98
2025-03,437972,14,14,0,0,1,9.81,10.28,5.02,4.78,214.73,204.92,0,2,20.84
2025-03,437934,3,3,0,0,0,108.03,0.0,83.04,24.98,0.0,432.31,0,0,0.0
2025-03,437926,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437852,3,1,0,1,1,3.68,10.34,1.88,1.79,575.78,204.92,0,1,10.34
2025-03,437844,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437833,22,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437830,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437813,8,3,0,1,0,20.04,30.0,4.4,15.63,191.87,128.17,0,3,30.0
2025-03,437805,452,160,0,15,5,165.85,170.34,82.25,83.6,203.75,198.39,0,18,342.01
2025-03,437804,82,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437796,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437775,143,36,0,4,1,22.83,27.27,11.92,10.91,249.79,209.2,0,2,27.27
2025-03,437752,14,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437659,135,60,0,2,3,339.18,307.31,175.17,164.01,187.37,206.81,0,8,307.31
2025-03,437658,31,16,0,3,1,189.55,189.67,101.74,87.81,215.99,215.86,0,4,189.67
2025-03,437488,44,26,0,4,1,30.25,28.44,15.97,14.27,199.21,211.9,0,2,28.44
2025-03,437467,55,40,0,5,1,-15.06,-15.08,-15.06,0.0,0.0,0.0,0,1,103.45
2025-03,437366,7655,2910,0,741,44,-2833.01,-2576.63,-4271.56,1438.54,-179.11,-196.94,0,139,4518.86
2025-03,437362,686,324,0,28,11,126.07,394.47,-34.09,160.17,246.28,78.71,0,47,924.33
2025-03,437361,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437326,130,43,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437311,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437296,53,11,0,2,2,44.35,47.51,22.74,21.6,219.86,205.23,0,5,107.97
2025-03,437292,18,9,0,4,1,0.0,10.35,0.0,0.0,0.0,0.0,0,1,10.35
2025-03,437288,38,21,0,1,0,10.19,10.34,6.02,4.17,247.49,244.12,0,1,10.34
2025-03,437278,6,5,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437276,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437272,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437267,55,25,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,437197,0,0,0,0,0,8.55,0.0,4.18,4.36,0.0,195.76,0,0,0.0
2025-03,437044,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,436946,6,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,436805,12,7,0,1,1,149.62,105.75,126.7,22.91,461.51,652.98,0,7,145.48
2025-03,436790,18,13,0,1,0,49.0,50.3,29.4,19.6,256.63,250.0,0,3,83.95
2025-03,436594,1,1,0,0,0,10.45,10.44,5.35,5.1,204.67,204.92,0,1,10.44
2025-03,436593,3,3,0,0,0,396.57,265.24,197.65,198.92,133.34,199.36,0,39,716.24
2025-03,436446,143,40,0,9,3,-22.49,-17.7,-29.05,6.56,-269.63,-342.67,0,10,203.33
2025-03,436280,1365,556,0,175,23,1976.4,2091.55,952.46,1023.93,204.27,193.02,0,87,3693.19
2025-03,436257,7130,3083,0,1112,72,3036.38,3154.96,1585.31,1451.06,217.42,209.25,0,169,4275.79
2025-03,436158,37,16,0,1,0,-0.03,-0.05,-0.03,0.0,0.0,0.0,0,1,10.51
2025-03,436102,13,8,0,0,0,-13.03,119.58,-20.63,7.6,1573.34,-171.51,0,3,119.58
2025-03,436032,49,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,435750,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,435721,36,15,0,3,0,10.21,10.34,5.83,4.38,235.93,233.09,0,1,10.34
2025-03,435702,7,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,435541,288,143,0,18,13,2013.92,2449.73,1157.11,856.8,285.91,235.05,0,63,4000.77
2025-03,435422,18,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,435185,705,252,0,15,42,4348.43,9325.45,-3505.51,7853.95,118.74,55.37,0,859,26652.4
2025-03,435162,1641,719,0,247,8,2500.6,2320.86,1416.26,1084.33,214.03,230.61,0,127,3212.28
2025-03,435009,203,183,0,4,2,16.39,17.43,8.39,8.0,217.83,204.92,0,2,52.38
2025-03,434900,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,434887,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,434716,78,41,0,2,2,42.15,121.33,22.14,20.01,606.3,210.66,0,3,121.33
2025-03,434668,23,14,0,1,1,17.68,17.56,12.63,5.04,348.32,350.71,0,1,17.56
2025-03,434554,34,13,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,434548,2,1,0,0,0,2.93,0.0,1.78,1.15,0.0,255.1,0,0,0.0
2025-03,434447,0,0,0,0,0,36.59,34.91,19.73,16.86,206.98,216.99,0,1,34.91
2025-03,434425,0,0,0,0,0,45.2,51.99,15.41,29.78,174.56,151.77,0,21,327.84
2025-03,434391,109,61,0,20,7,130.72,196.36,71.18,59.54,329.76,219.54,0,19,332.44
2025-03,434147,19,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,434122,30,16,0,3,3,42.68,1.34,-13.73,56.42,2.37,75.65,0,17,248.39
2025-03,433957,156,69,0,5,4,2483.82,1208.74,1459.45,1024.36,118.0,242.47,0,98,2791.67
2025-03,433880,544,498,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433689,304,244,0,21,5,129.94,150.57,46.13,83.81,179.66,155.05,0,40,630.29
2025-03,433639,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433621,17,15,0,1,0,17.61,10.01,9.45,8.16,122.59,215.79,0,2,20.52
2025-03,433618,35,18,0,1,1,-128.53,-257.92,-128.53,0.0,0.0,0.0,0,4,86.2
2025-03,433553,269,124,0,7,1,-895.01,-868.7,-1121.23,226.22,-384.0,-395.64,0,43,1162.61
2025-03,433486,525,215,0,57,21,-1165.95,-1055.15,-1237.55,71.6,-1473.59,-1628.33,0,25,980.89
2025-03,433483,0,0,0,0,0,1.93,9.99,0.25,1.68,591.93,114.85,0,1,9.99
2025-03,433479,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433466,252,119,0,16,3,24.26,18.7,17.1,7.16,261.1,338.82,0,6,62.35
2025-03,433461,194,75,0,5,3,346.52,214.37,220.35,126.16,169.91,274.65,0,10,275.44
2025-03,433454,118,52,0,6,2,100.84,103.4,47.21,53.62,192.81,188.04,0,15,191.74
2025-03,433443,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433422,47,17,0,1,0,34.64,38.81,6.13,28.51,136.13,121.51,0,8,142.66
2025-03,433370,2424,833,0,180,33,338.35,776.98,-120.56,458.91,169.31,73.73,0,95,2145.36
2025-03,433367,3,3,0,0,0,122.77,126.24,64.49,58.27,216.65,210.69,0,17,328.19
2025-03,433358,26,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433352,24,18,0,1,1,48.73,48.54,28.68,20.05,242.09,243.05,0,4,48.54
2025-03,433314,23,15,0,0,1,-58.7,-51.2,-88.53,29.82,-171.65,-196.81,0,11,199.97
2025-03,433312,14,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433238,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,433215,197,96,0,5,3,928.99,1067.77,455.94,473.04,225.72,196.39,0,74,1260.59
2025-03,433151,3129,1626,0,193,32,4140.46,5858.83,1807.19,2333.26,251.1,177.45,0,179,18925.27
2025-03,433037,56,17,0,0,1,129.29,105.65,69.44,59.84,176.55,216.05,0,5,123.04
2025-03,433018,154,88,0,8,5,414.52,396.35,238.15,176.36,224.73,235.03,0,43,845.62
2025-03,432988,231,75,0,0,16,10807.27,8856.84,6219.98,4587.28,193.07,235.59,0,549,16965.1
2025-03,432960,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432905,20,18,0,2,0,487.82,490.37,304.38,183.43,267.33,265.94,0,57,704.83
2025-03,432812,10658,2730,0,622,266,10662.26,10761.51,5218.8,5443.46,197.7,195.87,0,779,19092.28
2025-03,432804,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432789,19,14,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432718,0,0,0,0,1,18.99,19.16,10.23,8.75,218.88,216.94,0,1,19.16
2025-03,432694,3093,1386,0,157,29,502.98,694.17,244.43,258.54,268.49,194.54,0,57,1023.99
2025-03,432693,6853,2437,0,125,28,584.16,1118.08,193.3,390.86,286.05,149.45,0,91,2315.86
2025-03,432678,1782,796,0,114,29,3198.21,3298.57,1491.47,1706.74,193.27,187.39,0,161,5161.03
2025-03,432640,24,14,0,5,1,142.6,114.61,81.13,61.47,186.45,231.99,0,20,248.87
2025-03,432582,696,314,0,55,9,566.76,604.02,268.46,298.29,202.49,190.0,0,29,891.41
2025-03,432573,9,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432558,16,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432509,553,199,0,50,4,829.24,1368.71,397.88,431.35,317.3,192.24,0,33,1433.94
2025-03,432507,36,13,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432498,10,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432334,16,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432314,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432291,68,40,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,432254,17,5,0,2,0,5.61,4.99,-3.27,8.89,56.08,63.16,0,3,50.99
2025-03,432213,26,16,0,8,7,-3716.26,-57.69,-3810.77,94.51,-61.04,-3931.89,0,14,1087.4
2025-03,431705,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,431592,0,0,0,0,1,10.0,10.0,5.52,4.48,223.21,223.21,0,1,10.0
2025-03,431397,19249,6644,0,1032,136,16999.71,18389.47,6500.03,10499.67,175.14,161.91,0,858,29097.26
2025-03,431316,22,19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,431049,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-03,430953,2390,982,0,120,24,1319.85,1696.15,577.14,742.7,228.37,177.71,0,66,2632.93
2025-03,428390,51,46,0,1,0,185.49,186.23,143.34,42.15,441.81,440.08,0,12,223.02
2025-03,428373,134,54,0,4,3,52.7,109.59,26.97,25.72,425.97,204.87,0,8,140.73
2025-03,428363,47,13,0,1,4,548.01,641.29,238.88,309.13,207.44,177.27,0,40,1112.71
2025-03,426956,17857,7665,0,1041,369,51569.52,53403.5,21607.31,29962.2,178.24,172.12,0,2823,87184.47
2025-04,756505,24,12,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756483,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756403,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756350,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756311,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756289,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756263,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756241,45,27,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756126,11,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756084,44,14,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756082,9,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756081,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756034,14,10,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756031,39,26,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,756030,4,3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755981,6,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755943,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755923,30,9,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755844,18,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755830,24,20,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755829,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755827,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755821,94,69,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755810,16,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755769,9,6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755697,7,7,0,5,5,70.08,73.71,36.05,34.02,216.61,205.95,0,7,73.71
2025-04,755664,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755651,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755648,21,13,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755643,24,10,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755594,222,130,0,13,1,0.0,-0.01,0.0,0.0,0.0,0.0,0,1,17.45
2025-04,755558,139,104,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755553,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755529,9,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755516,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755499,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755487,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755485,9,4,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755478,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755443,22,5,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755440,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755434,44,24,0,6,1,11.37,11.34,5.82,5.55,204.32,204.92,0,1,11.34
2025-04,755416,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755408,6,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755380,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755371,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755359,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755356,6,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755302,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755282,36,21,0,2,1,9.82,10.58,5.02,4.79,220.78,204.92,0,1,10.58
2025-04,755274,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755198,4,4,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755169,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755156,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-04,755147,6,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
